PROGRAMA;CONCURSO;FOLIO;PALABRAS_CLAVES
FONDECYT;FONDECYT Regular 2016;1161311;"BLACK HOLES;EXACT SOLUTIONS;MATTER FIELDS"
FONDECYT;FONDECYT Regular 2016;1161418;"BLACK HOLES;GAUGE/GRAVITY DUALITY;GENERAL RELATIVITY"
FONDECYT;FONDECYT Regular 2017;1171506;"BLACK HOLES;GENERAL RELATIVITY;JETS AND OUTFLOWS"
FONDECYT;FONDECYT de Iniciación 2018;11180005;"BLACK HOLES;GRAVITATIONAL WAVES;NEUTRON STARS"
FONDECYT;FONDECYT Regular 2018;1181628;"BLACK HOLES;INTEGRABLE SYSTEMS;SOFT HAIR"
FONDECYT;FONDECYT Regular 2017;1170279;"BLACK HOLES;SUPERGRAVITY;POSITIVE ENERGY THEOREMS"
FONDECYT;FONDECYT de Postdoctorado 2017;3170035;"BLACK HOLES;WORMHOLES;QUASINORMAL MODES, GREYBODY ,HAWKING RADIATION"
FONDECYT;FONDECYT de Postdoctorado 2019;3190055;"BLACK SPOT DISORDER;METABOLIC PROFILING;HASS AVOCADO FRUITS"
FONDECYT;FONDECYT Regular 2016;1160101;"BLACK TIO2;BLACK ZNO;METAL REDUCTION"
FONDECYT;FONDECYT Regular 2017;1170580;"BLANCHOT;CRÍTICA;PODER"
FONDECYT;FONDECYT de Postdoctorado 2018;3180433;"BLUBBER;FATTY ACIDS;INSULATION"
FONDECYT;FONDECYT de Iniciación 2016;11160355;"BLUEBERRY;MITOCHONDRIAL METABOLISM;ALUMINUN TOXICITY"
FONDECYT;FONDECYT de Iniciación en Investigación 2019;11190013;"BLUEBERRY;POLLINATION;BEES"
FONDECYT;FONDECYT Regular 2016;1161106;"BLUEBERRY;TEXTURE;CELL WALL"
FONDECYT;FONDECYT Regular 2016;1160943;"BLUETOOTH SCANNERS;TRAFFIC DATA;MOBILE SENSORS"
FONDECYT;FONDECYT Regular 2018;1180912;"BOAR SEMEN CRYOPRESERVATION;OXIDATIVE/NITROSATIVE STRESS;NEUTROPHIL EXTRACELLULAR TRAPS"
FONDECYT;FONDECYT Regular 2020;1201527;"BOFEDALES;VARIABILIDAD CLIMÁTICA;EXTRACTIVISMO"
FONDECYT;FONDECYT Regular 2018;1181582;"BONDING EVOLUTION THEORY (BET);CHEMICAL REACTIVITY; DENSITY FUNCTIONAL THEORY (DFT);ELECTRON DENSITY REORGANIZATION; ELECTRON FLOW ALONG THE REACTION PATH; IRC"
FONDECYT;FONDECYT de Iniciación en Investigación 2019;11190536;"BONE HEALING;AGING;MACROPHAGES-OSTEOPROGENITOR CELLS"
FONDECYT;FONDECYT de Iniciación 2017;11170957;"BONE SCAFFOLD;BIOMATERIALS;MECHANICAL TESTING"
FONDECYT;FONDECYT de Postdoctorado 2019;3190167;"BORDER;POLITICS;ETHICS"
FONDECYT;FONDECYT Regular 2016;1160869;"BORDERS;MIGRATION;MULTICULTURAL EDUCATION "
FONDECYT;FONDECYT de Iniciación en Investigación 2019;11190622;"BORON CONTAMINATION;COMPUTATIONAL CHEMISTRY;MEMBRANE SEPARATION TECHNOLOGY"
FONDECYT;FONDECYT de Postdoctorado 2019;3190349;"BOTRYTIS CINEREA;CALCIUM;TOMATO"
FONDECYT;FONDECYT Regular 2019;1190611;"BOTRYTIS CINEREA;PLANT-PATHOGEN INTERACTION;IRON"
FONDECYT;FONDECYT Regular 2019;1191244;"BOTRYTIS CINEREA;RISK INDICES;FUNGICIDE SPRAY OPTIMIZATION"
FONDECYT;FONDECYT de Postdoctorado 2017;3170025;"BOTRYTIS;APPLES;GRAY MOLD"
FONDECYT;FONDECYT de Postdoctorado 2018;3180328;"BOTRYTIS;CIRCADIAN;FRQ FREQUENCY"
FONDECYT;FONDECYT Regular 2018;1180636;"BOUNCING DROPS;LOCALIZED STRUCTURES;PARAMETRIC INSTABILITIES"
FONDECYT;FONDECYT Regular 2020;1200120;"BOUND STATES IN THE CONTINUUM, ELECTRICAL LATTICES.;LATTICE GREEN FUNCTIONS, ANDERSON LOCALIZATION;MAGNETIC METAMATERIALS, PT-SYMMETRY."
FONDECYT;FONDECYT Regular 2017;1171491;"BOUNDARY ELEMENT METHODS;COMPUTATIONAL ELECTROMAGNETISM;UNCERTAINTY QUANTIFICATION"
FONDECYT;FONDECYT Regular 2017;1170665;"BOUNDARY RIGIDITY;EXISTENCE, MULTIPLICITY, AND UNIQUENESS RESULTS;NONLINEAR HEAT EQUATION"
FONDECYT;FONDECYT Regular 2018;1180426;"BOUNDARY VALUE PROBLEM;SINGULAR EQUATIONS;INDEFINITE WEIGHT"
FONDECYT;FONDECYT Regular 2020;1200905;"BOVINE ENDOMETRIUM;FATTY ACIDS;ENDOMETRIAL INNATE IMMUNITY"
FONDECYT;FONDECYT de Iniciación en Investigación 2020;11200955;"BOVINE;SPERM;NEUTROPHIL EXTRACELLULAR TRAPS"
FONDEQUIP;V Concurso de Equipamiento Científico y Tecnológico Mediano;EQM160167;"BOYA;OCEANOGRAFÍA;MEDIO AMBIENTE"
FONDECYT;FONDECYT Regular 2016;1161358;"BRACHYURAN;SOUTHERN OCEAN;EVOLUTION"
FONDECYT;FONDECYT Regular 2020;1200029;"BRAIN ENERGY METABOLISM;GENETICALLY-ENCODED SENSOR;LACTATE"
FONDECYT;FONDECYT Regular 2016;1160885;"BRAIN IMAGING ;MAJOR DEPRESSIVE DISORDER ;INFLAMMATION"
FONDECYT;FONDECYT Regular 2016;1160446;"BRASSINOSTEROIDS;ENCAPSULATED;DROUGHT STRESS"
FONDECYT;FONDECYT Regular 2019;1191330;"BRASSINOSTEROIDS;SYNTHESIS;GROWTH PROMOTING EFFECT"
FONDECYT;FONDECYT de Iniciación en Investigación 2020;11201325;"BRATTELI DIAGRAMS;MINIMAL CANTOR SYSTEMS;COMPUTABILITY OF ERGODIC MEASURES"
FONDECYT;FONDECYT Regular 2018;1181168;"BREAST CANCER;DESMOPLASIA;EXTRACELLULAR MATRIX"
FONDECYT;FONDECYT de Postdoctorado 2019;3190744;"BREAST CANCER;GLYPHOSATE;MTOR"
FONDECYT;FONDECYT Regular 2020;1201635;"BREAST CANCER;KALLIKREIN-RELATED PEPTIDASES;INVASION-ANGIOGENESIS"
FONDECYT;FONDECYT de Iniciación 2016;11161103;"BREAST CANCER;VITAMIN D;NEOADYUVANT TREATMENT"
FONDECYT;FONDECYT de Iniciación 2017;11170670;"BREAST DENSITY;BREAST CANCER;ESTROGENS"
FONDECYT;FONDECYT Regular 2019;1190532;"BREAST DENSITY;BREAST CANCER;PREGNANCY"
FONDECYT;FONDECYT de Iniciación en Investigación 2020;11200821;"BRECHAS DIGITALES;CAPITAL DIGITAL;CONTEXTO SOCIAL"
FONDECYT;FONDECYT Regular 2016;1160856;"BREZIS-NIRENBERG PROBLEM;BIHAMORNIC OPERATORS;REACTION DIFFUSION EQUATIONS"
FONDECYT;FONDECYT de Iniciación 2018;11181329;"BROMODOMAIN;CROSSOVER;EPIGENETIC"
FONDECYT;FONDECYT de Postdoctorado 2018;3180394;"BROWN ALGAE;ENVIRONMENTAL IMPACT;DESALINATION PLANTS"
FONDECYT;FONDECYT de Postdoctorado 2020;3200799;"BROWN ALGAE;LEAD;ECOTOXICOLOGY"
FONDECYT;FONDECYT de Postdoctorado 2017;3170513;"BROWN DWARFS;EXTRASOLAR PLANETS;SUBSTELLAR COMPANIONS"
FONDECYT;FONDECYT Regular 2018;1180571;"BROWN SEAWEEDS;NADES;PHLOROTANNINS"
FONDECYT;FONDECYT Regular 2018;1180122;"BRUCELLA ABORTUS;GENOMIC ISLAND 3 PATHOGENICITY;MULTIEPITOPE VACCINE"
FONDECYT;FONDECYT Regular 2018;1180544;"BRUCELLA CANIS;DOGS;GENOME"
FONDECYT;FONDECYT Regular 2020;1200874;"BRUHAT-TITS BUILDINGS;ARITHMETIC OF ALGEBRAIC GROUPS;MAXIMAL ORDERS"
FONDECYT;FONDECYT Regular 2018;1180471;"BRUHAT-TITS BUILDINGS;MAXIMAL ORDERS;CENTRAL SIMPLE ALGEBRAS"
PCI;CONCURSO PARA PROYECTOS DE INVESTIGACIÓN CONJUNTA CONICYT– SOCIEDAD MAX PLANCK CONVOCATORIA 2019;MPG190029;"BRYOPHYTE;ANTIOXIDANTS;PHYTOCHEMISTRY"
FONDECYT;FONDECYT de Postdoctorado 2019;3190076;"BUDISMO;CHINA;ECOLOGÍA"
FONDECYT;FONDECYT de Iniciación 2016;11160785;"BUENA FE ;DERECHO DE CONTRATOS ;DERECHO PRIVADO"
FONDECYT;FONDECYT Regular 2017;1170067;"BUENA FE PROCESAL;CARGAS Y DEBERES;SANCIONES"
FONDECYT;FONDECYT de Postdoctorado 2017;3170677;"BULKING AGENTS (BIOCHAR AND NANOCLAYS) ;C STABILIZED COMPOST ;GHGS EMISSIONS"
FONDECYT;FONDECYT de Postdoctorado 2017;3170063;"BUNDLING;ADVERTISING REVENUE SHARING;ENDOGENOUS SWITCHING COSTS"
FONDECYT;FONDECYT de Iniciación 2016;11160320;"BUNDLING;PRICING COMPETITION;CONSTRAINED MULTINOMIAL LOGIT"
FONDECYT;FONDECYT de Iniciación 2016;11160309;"BUOYANCY;PLUME;ESTUARY"
FONDECYT;FONDECYT de Iniciación en Investigación 2019;11190565;"BURNOUT PARENTAL;COMPETENCIAS PARENTALES;FUNCIONES EJECUTIVAS EN PREESCOLARES"
FONDECYT;FONDECYT Regular 2019;1190232;"BURNOUT;ESTUDIANTES UNIVERSITARIOS;MINDFULNESS"
FONDECYT;FONDECYT de Iniciación en Investigación 2019;11190056;"BUSINESS;INTELLIGENT SYSTEMS;AGGREGATION OPERATORS"
FONDECYT;FONDECYT de Postdoctorado 2017;3170678;"BUTANOL LIGNOCELULÓSICO;INGENIERÍA EVOLUTIVA ;DESTOXIFICACIÓN ENZIMÁTICA"
FONDECYT;FONDECYT Regular 2016;1161492;"C TURNOVER RATE; C STABILIZATION;NIRS;13C ISOTOPES"
FONDECYT;FONDECYT de Postdoctorado 2018;3180189;"C9ORF72;ER STRESS;OLIGODENDROCYTES"
FONDECYT;FONDECYT Regular 2017;1170714;"CABILDO;INDEPENDECIA;REFORMA DE INTENDENCIA"
FONDECYT;FONDECYT Regular 2016;1161065;"C-ABL ;ALZHEIMER;SYNAPSIS"
FONDECYT;FONDECYT de Postdoctorado 2017;3170710;"C-ABL;GAUCHER DISEASE;RIPK3"
FONDECYT;FONDECYT Regular 2020;1201668;"C-ABL;NEURONAL DEATH;SYNAPTIC LOOS"
PCI;Programa Energía 2017;ENER170062;"CADENA DE PRODUCCIÓN DE BIOMASA;TRANSFORMACIÓN Y CONVERSIÓN TERMOQUÍMICA;REDUCCIÓN DE EMISIONES"
FONDECYT;FONDECYT Regular 2016;1160897;"CALABI-YAU AND IHS MANIFOLDS;MIRROR SYMMETRY;LINEAR SYSTEMS"
FONDECYT;FONDECYT Regular 2017;1170053;"CALCIUM SIGNALING AND SYNAPTIC PLASTICITY;REDOX-SENSITIVE RYANODINE RECEPTORS;NUCLEAR CALCIUM-DEPENDENT GENE EXPRESSION"
FONDECYT;FONDECYT Regular 2016;1161672;"CALCIUM;ION CHANNEL;CHANNEL GATING"
FONDECYT;FONDECYT de Iniciación 2018;11180899;"CÁLCULO;ESTRUCTURAS Y MECANISMOS MENTALES;NIVELES DE DESARROLLO DE UN ESQUEMA"
FONDECYT;FONDECYT Regular 2019;1190018;"CALCULUS OF VARIATIONS;LIQUID CRYSTALS;NONLINEAR ELASTICITY"
PCI;Programa Energía 2018;ENER180007;"CALEFACCIÓN DISTRITAL;POTENCIAL GEOTÉRMICO;CUENCA DE MAGALLANES"
FONDEF;SEXTO CONCURSO VALORIZACIÓN DE LA INVESTIGACIÓN EN LA UNIVERSIDAD 2016;VIU16P0154;"CALEFACCIÓN SOLAR;PANELES SOLARES;EFICIENCIA ENERGÉTICA"
FONDECYT;FONDECYT de Postdoctorado 2019;3190513;"CALIDAD DE AIRE DE ZONAS REMOTAS;CARACTERIZACIÓN QUÍMICA DE NIEVE;MODELADO DE DISPERSIÓN ATMOSFÉRICA"
FONDECYT;FONDECYT Regular 2017;1170369;"CALIDAD DE LA EDUCACIÓN;APRENDIZAJES ESPERADOS;ANÁLISIS EXPERIMENTAL"
FONDECYT;FONDECYT de Iniciación 2018;11180450;"CALIDAD EDUCATIVA;ALFABETIZACIÓN EMERGENTE;EDUCACIÓN PREESCOLAR"
FONDECYT;FONDECYT Regular 2019;1190945;"CALIDAD METODOLÓGICA;META-ANÁLISIS;TAMAÑO DE EFECTO"
FONDECYT;FONDECYT de Iniciación en Investigación 2020;11200092;"CALIFICACIÓN REGISTRAL;CONSERVADOR DE BIENES RAÍCES;INSCRIPCIÓN LEGALMENTE INADMISIBLE"
FONDECYT;FONDECYT de Postdoctorado 2017;3170152;"CALIGUS ROGERCRESSEYI;PISCIRICKETTSIA SALMONIS;SALMONICULTURA"
FONDECYT;FONDECYT de Iniciación en Investigación 2020;11200813;"CALIGUS ROGERCRESSEYI;WHOLE-GENOME SEQUENCING;PHARMACOLOGICAL RESISTANCE"
FONDECYT;FONDECYT de Postdoctorado 2017;3170264;"CALIXARENES;GENE DELIVERY;ORGANIC SYNTHESIS"
FONDECYT;FONDECYT Regular 2017;1171832;"CALVING DYNAMICS;GLACIER GEOPHYSICS;SUBAQUATIC MELTING"
FONDEF;V Concurso de Investigación Tecnológica del Fondo de Fomento al desarrollo Científico y Tecnológico, Instrumento IDEA;IT16I10083;"CAMARÓN DE RÍO DEL NORTE;TECNOLOGÍA;SELECCIÓN"
PCI;ATRACCIÓN DE CAPITAL HUMANO AVANZADO DEL EXTRANJERO, MODALIDAD ESTADÍAS CORTAS (MEC). CONVOCATORIA 2019;MEC80190050;"CAMBIO AMBIENTAL Y CLIMÁTICO GLOBAL;INVESTIGACIÓN-ACCIÓN E INTERDISCIPLINARIEDAD;DESASTRES Y ADAPTACIÓN DE LAS COMUNIDADES LOCALES"
PCI;Programa Energía 2018;ENER180026;"CAMBIO CLIMÁTICO;CONTAMINACIÓN ATMOSFÉRICA;INSTRUMENTOS DE GESTIÓN AMBIENTAL"
FONDECYT;FONDECYT Regular 2019;1190528;"CAMBIO CLIMÁTICO;ONTOLOGÍAS;TRANSICIONES"
FONDECYT;FONDECYT de Postdoctorado 2020;3200387;"CAMBIO CLIMÁTICO;REMOCIONES EN MASA;EVENTOS HIDROMETEOROLÓGICOS EXTREMOS GENERADOS EN CORTOS PERÍODOS DE TIEMPO"
FONDECYT;FONDECYT Regular 2016;1161721;"CAMBIO CONCEPTUAL;FORMACIÓN INICIAL DE PROFESORES;POBREZA"
FONDECYT;FONDECYT de Postdoctorado 2017;3170214;"CAMBIO DE FASE;MODELACIÓN;MICROCANALES"
PAI;Inserción de Capital Humano Avanzado en el Sector Productivo 2da Convocatoria;I7816020006;"CAMBIO GLOBAL;ADAPTACIÓN AL CAMBIO CLIMÁTICO;IMPACTOS SOBRE LA AGRICULTURA"
FONDECYT;FONDECYT de Iniciación en Investigación 2020;11200429;"CAMBIO ORGANIZACIONAL;EDUCACIÓN SUPERIOR;UNIVERSIDADES ESTATALES"
FONDECYT;FONDECYT de Iniciación en Investigación 2020;11200345;"CAMBIOS DE MINISTROS;GABINETES Y MINISTROS;POLÍTICAS PÚBLICAS"
FONDECYT;FONDECYT Regular 2020;1201687;"CAMÉLIDOS;DESIERTO DE ATACAMA;ECONOMÍA SUBSTANTIVA"
FONDECYT;FONDECYT de Postdoctorado 2020;3200807;"CAMINAR COTIDIANO;CIUDADES INTERMEDIAS;MOVILIDADES"
FONDECYT;FONDECYT Regular 2019;1191817;"CAMINOS COLONIALES;COMUNIDADES ANDINAS;ARICA Y TACNA"
FONDEF;IV CONCURSO DE INVESTIGACIÓN TECNOLÓGICA FONDEF 2015;IT15I10050;CAMINOS MINIMOS CON INCERTIDUMBRE/ALGORITMOS EN-LINEA/SERVICIOS DE EMERGENCIA
FONDECYT;FONDECYT de Iniciación en Investigación 2019;11190198;"CAMPO EDUCATIVO;CHILE POST-DICTADURA;TRAYECTORIA, RELACIONES E INFLUENCIA"
FONDECYT;FONDECYT de Iniciación 2017;11170232;"CANALES CORTOS DE COMERCIALIZACIÓN;AGROECOLOGÍA;CONSUMO"
FONDECYT;FONDECYT de Postdoctorado 2019;3190931;"CANCER COLORECTAL;TRANSICIÓN EPITELIO-MESÉNQUIMA ;CANCER STEM CELL"
FONDEF;SEXTO CONCURSO VALORIZACIÓN DE LA INVESTIGACIÓN EN LA UNIVERSIDAD 2016;VIU16P0053;"CÁNCER DE PRÓSTATA;G-CSF;TRATAMIENTO PARA CÁNCER DE PRÓSTATA"
FONDECYT;FONDECYT de Postdoctorado 2018;3180656;"CÁNCER DE VESÍCULA BILIAR;CAVEOLINA-1;AMBIENTE INFLAMATORIO"
FONDEF;III CONCURSO IDeA EN DOS ETAPAS 2016;ID16I10148;CÁNCER/IMUNOTERAPIA/VACUNAS
FONDECYT;FONDECYT de Postdoctorado 2019;3190330;"CÁNCER;CAVEOLINA-1;METABOLISMO"
FONDECYT;FONDECYT de Iniciación en Investigación 2019;11190287;"CANCER;EPIGENETICS;IMMUNOTHERAPY"
FONIS;XIII Concurso Proyectos Investigación y Desarrollo en Salud EN 1 ETAPA;SA16I0256;"CÁNCER;MAMA;TAMIZAJE"
FONDEF;SEXTO CONCURSO VALORIZACIÓN DE LA INVESTIGACIÓN EN LA UNIVERSIDAD 2016;VIU16P0101;"CÁNCER;MELANOMA ;NANOPARTÍCULAS"
FONDECYT;FONDECYT de Postdoctorado 2018;3180486;"CANCER;STATISTICAL BIOINFORMATICS;GENE TARGET FOR DRUG DISCOVERY"
FONDECYT;FONDECYT Regular 2018;1180241;"CANCER;VASCULOGENIC MIMICRY;ANTI-ANGIOGENIC THERAPY"
FONDECYT;FONDECYT de Iniciación 2017;11170241;"CANDIDATOS;NORMAS;PRÁCTICAS"
FONDECYT;FONDECYT de Iniciación 2016;11160719;"CANDIDATUS PHYTOPLASMA;PHYTOPLASMA EFFECTORS;VIRAL VECTOR EXPRESSION"
FONDECYT;FONDECYT de Postdoctorado 2017;3170164;"CANNABINOIDES SELECTIVOS;DISEÑO DE DROGAS;AGONISTAS CB2"
FONDECYT;FONDECYT de Iniciación en Investigación 2019;11190824;"CAPACIDAD ESTATAL;AUTONOMÍA BUROCRÁTICA;ESTADO CHILENO"
FONDECYT;FONDECYT de Iniciación en Investigación 2019;11190924;"CAPACIDAD JURÍDICA;GUARDAS;AUTONOMÍA DE LA VOLUNTAD"
FONDECYT;FONDECYT Regular 2016;1160467;"CAPACITATION;STALLION;IVF"
FONDECYT;FONDECYT Regular 2020;1200568;"CAPITAL CONTROLS;HETEROGENEOUS FIRMS;WELFARE; PECUNIARY EXTERNALITY."
FONDECYT;FONDECYT Regular 2020;1200101;"CAPITAL CONTROLS;MACROPRUDENTIAL POLICY;FINANCIAL DOLLARIZATION"
FONDECYT;FONDECYT de Iniciación 2016;11160494;"CAPITAL CONTROLS;MISALLOCATION;TRADE"
PCI;Programa Energía 2018;ENER180053;"CAPITAL HUMANO;DESARROLLO DE CAPITAL HUMANO;SECTOR ENERGÍA"
FONDECYT;FONDECYT de Iniciación 2016;11160879;"CAPITAL MARKET FINANCING ;INTERNATIONAL FINANCE;CAPITAL CONTROLS"
FONDECYT;FONDECYT Regular 2020;1200493;"CAPITALISMO;DEMOCRACIA;CIRCULACIÓN DE IDEAS"
FONDECYT;FONDECYT de Postdoctorado 2017;3170103;"CAPITALISMO;NATURALEZA;CONSERVACION"
FONDECYT;FONDECYT Regular 2018;1180643;"CAPSULES;EMBRYOS;INTERTIDAL DEVELOPMENT"
FONDECYT;FONDECYT Regular 2019;1190690;"CARÁCTER MORAL;LIBERTAD/FREE WILL;MORAL ENHANCEMENT"
FONDECYT;FONDECYT de Iniciación en Investigación 2020;11201319;"CARACTERÍSTICAS DE DISEÑO DEL TRABAJO;TIPOLOGÍA DE DISEÑO DEL TRABAJO;DESEMPEÑO Y SATISFACCIÓN LABORAL"
FONDECYT;FONDECYT de Postdoctorado 2020;3200239;"CARACTERIZACIÓN ACÚSTICA Y SONORA;CAJA DE RESONANCIA DE INSTRUMENTOS MUSICALES;METAMATERIALES ACÚSTICOS"
FONDEQUIP;V Concurso de Equipamiento Científico y Tecnológico Mediano;EQM160050;"CARACTERIZACION QUIMICA Y SUPERFICIAL DE MATERIALES;CARACTERIZACION MICROESTRUCTURAL;CARACTERIZCAION SUPERFICIAL EN 3D EN BAJA DIMENSION"
FONDECYT;FONDECYT Regular 2019;1190835;"CARBON ALLOCATION;WATER STRESS;EUCALYPTUS"
FONDECYT;FONDECYT Regular 2017;1170065;"CARBON BIOGEOCHEMISTRY;PHYTOPLANKTON FUNCTIONAL GROUPS;OCEAN ACIDIFICATION AND HYPOXIA"
FONDECYT;FONDECYT Regular 2017;1171496;"CARBON CYCLING;WATER CYCLING;CLIMATE CHANGE"
FONDECYT;FONDECYT Regular 2018;1181226;"CARBON DIOXIDE;GREEN ELECTROCHEMISTRY;COPPER BASED ELECTRODES"
FONDECYT;FONDECYT de Postdoctorado 2018;3180073;"CARBON DIOXIDE;HOMOGENEOUS CATALYST;CYCLIC CARBONATES"
FONDECYT;FONDECYT Regular 2017;1171239;"CARBON DIOXIDE;METHANE;NITROUSE OXIDE"
FONDECYT;FONDECYT Regular 2019;1191566;"CARBON FIBER;REDUCED GRAPHENE OXIDE;POLYETHERIMIDE"
FONDECYT;FONDECYT Regular 2020;1201338;"CARBON FIBERS;NANOSTRUCTURES;INTERFACIAL SHEAR STRENGTH"
FONDECYT;FONDECYT de Iniciación en Investigación 2019;11190029;"CARBON SEQUESTRATION;SOIL INORGANIC CARBON;PEDOGENIC CARBONATES"
FONDECYT;FONDECYT Regular 2016;1160795;"CARBON STABILITY;GREENHOUSE GAS EMISSIONS ;DEGRADED SOILS "
FONDECYT;FONDECYT de Iniciación en Investigación 2019;11190484;"CARBON;MECHANICAL PROPERTIES;NANOTECHNOLOGY"
FONDECYT;FONDECYT de Postdoctorado 2020;3200372;"CARBON-AIR SOLID OXIDE FUEL CELLS;MESOPOROUS ELECTRODES;POWER ELECTRIC"
PAI;Tesis de Doctorado en el Sector Productivo 2016 1ra Convocatoria;T7816110002;"CARBONATO DE LITIO;CRISTALIZACIÓN;MODIFICACIÓN FORMA DE PARTÍCULAS"
FONDECYT;FONDECYT Regular 2016;1160521;"CARBON-BASED FILLERS (GRAPHENE DERIVATIVES);POLYMERIC NANOCOMPOSITES;PERMEABILITY, BARRIER PROPERTIES"
FONDECYT;FONDECYT de Iniciación 2018;11180752;"CARBON-BASED NANOMATERIALS;HYDROTHERMAL CARBONIZATION;ELECTROCHEMICAL SENSOR "
FONDEF;SEXTO CONCURSO VALORIZACIÓN DE LA INVESTIGACIÓN EN LA UNIVERSIDAD 2016;VIU16P0139;"CARBONO NEGRO;CONTAMINACIÓN ATMOSFERICA;PROTOTIPO"
FONDECYT;FONDECYT Regular 2016;1160505;"CARBONYLATION BIOMASS;HYDROGENATION BIOMASS;BIFASIC CATALYSIS"
FONDECYT;FONDECYT de Postdoctorado 2020;3201040;"CARBOXYLASES FOR CO2 FIXATION;COMPUTATIONAL METHODS;ENGINEERING OF EFFECTIVE BIOCATALYSTS"
FONDECYT;FONDECYT de Iniciación 2016;11160949;"CARDIAC AND RENAL AGING;THERAPIES, ANTIOXIDANTS ;MOLECULAR MECHANISM, MECHANISM OF ACTION"
FONDECYT;FONDECYT Regular 2020;1200490;"CARDIAC DISEASES,;DIABETIC CARDIOMYOPATHY;MUL1"
FONDECYT;FONDECYT de Iniciación 2017;11170962;"CARDIAC HYPERTROPHY;MIRO1;FRUCTOSE "
FONDECYT;FONDECYT Regular 2018;1181734;"CARDIAC REHABILITATION;CLINICAL TRIAL;EXERCISE"
FONDECYT;FONDECYT Regular 2017;1170126;"CARDIOPATHY;CHRONIC CHAGAS DISEASE;SIMVASTATIN"
FONDECYT;FONDECYT de Iniciación 2018;11181000;"CARDIOPROTECTION;EXOSOMES;ENDOTHELIUM"
FONDECYT;FONDECYT Regular 2017;1170608;"CARDIOVASCULAR BIOMECHANICS;HYPOXIA;NUMERICAL MODELS & EXPERIMENTS"
FONDECYT;FONDECYT de Iniciación en Investigación 2019;11190285;"CARE;MENTAL HEALTH DIAGNOSES;SPECIAL EDUCATIONAL NEEDS"
FONDEF;V Concurso de Investigación Tecnológica del Fondo de Fomento al desarrollo Científico y Tecnológico, Instrumento IDEA;IT16I10026;"CARGUÍO AUTÓNOMO LHD;AUTOMATIZACIÓN MINERÍA SUBTERRÁNEA;ROBÓTICA APLICADA A MINERÍA"
FONIS;XIII Concurso Proyectos Investigación y Desarrollo en Salud EN 1 ETAPA;SA16I0064;"CARIES;ODONTOLOGÍA;RURAL"
FONDECYT;FONDECYT Regular 2018;1180747;"CAROTENOID BIOSYNTHESIS;CARROT STORAGE ROOTS;LIGHT-INDUCIBLE GENES"
FONDECYT;FONDECYT de Iniciación 2018;11181051;"CARRERAS STEM;GÉNERO ;CONTEXTO ESCOLAR"
FONDEF;V Concurso de Investigación Tecnológica del Fondo de Fomento al desarrollo Científico y Tecnológico, Instrumento IDEA;IT16I10008;"CARRETERAS;NIVEL DE SERVICIO;CONCESIONES"
FONDECYT;FONDECYT Regular 2017;1171517;"CARTELS AND COLLUSION;INTERNATIONAL DIFFUSION;LEARNING"
FONDECYT;FONDECYT de Postdoctorado 2020;3200271;"CASEIN MICELLE OXIDATION, PROTEIN CROSS-LINKING;PEROXYL RADICALS, RIBOFLAVIN, HYDROPEROXIDES;HEALTH NUTRITION"
FONDECYT;FONDECYT Regular 2020;1201704;"CASTRATION-RESISTANT PROSTATE CANCER;METASTASIS;CANCER STEM CELLS"
FONDECYT;FONDECYT de Postdoctorado 2020;3200425;"CATACLYSMIC VARIABLES, NOVAE;NUCLEOSYNTHESIS;PHOTOIONIZATION"
FONDECYT;FONDECYT de Iniciación 2017;11170559;"CATACLYSMIC VARIABLES;WHITE DWARFS;CLOSE COMPACT BINARIES"
FONDECYT;FONDECYT de Postdoctorado 2017;3170029;"CATÁLISIS ENZIMÁTICA;FIJACIÓN DE DIÓXIDO DE CARBONO;MÉTODOS DE MULTIESCALA  QM-MM"
FONDECYT;FONDECYT de Postdoctorado 2019;3190252;"CATALISIS HETEROGÉNEA;ESTRUCTURAS METAL-ORGÁNICAS (MOFS);POLIETILENO"
FONDECYT;FONDECYT de Postdoctorado 2019;3190118;"CATALYSIS WITHOUT PRECIOUS METALS;CATALYTIC [3+2] CYCLOADDITIONS ;TRICYCLIC ALKALOID SYNTHESIS"
FONDECYT;FONDECYT Regular 2019;1190063;"CATALYTIC AMINATION;PHENOLS;FT-IR OPERANDO"
FONDECYT;FONDECYT de Iniciación en Investigación 2020;11200191;"CATÁSTROFE;TERRITORIO;UTOPÍAS Y DISTOPÍAS"
FONDECYT;FONDECYT Regular 2019;1190006;"CATEGORIZACIÓN;COGNICIÓN CAUSAL;MODELOS CAUSALES"
FONDECYT;FONDECYT Regular 2020;1200090;"CATEGORY THEORY; HOMOLOGICAL ALGEBRA, REPRESENTATION THEORY;ABELIAN CATEGORIES, DERIVED CATEGORIES, TRIANGULATED CATEGORIES;RECOLLEMENT, GROTHENDIECK CATEGORY, T-STRUCTURE, TORSION PAIR."
FONDECYT;FONDECYT de Iniciación en Investigación 2019;11190137;"CAUSA, TOTUM, SUBJECTUM;SPINOZA, HISTORIA DE LA FILOSOFÍA MODERNA, ESCOLÁSTICA;HISTORIA DE LA LÓGICA, HISTORIA DE LA METAFÍSICA"
