PROGRAMA;CONCURSO;FOLIO;PALABRAS_CLAVES
PAI;Inserción de Capital Humano Avanzado en el Sector Productivo 2019 2da Convocatoria, Modalidad Inserción en Investigación;I7819020016;"LARGE DATASET;VIRTUAL REALITY;VISUALIZATIONS"
FONDEF;PRIMER CONCURSO IDeA EN DOS ETAPAS TEMATICO EN INOCUIDAD Y CALIDAD ALIMENTARIA;ID17AL0007;"BIOCONTROL-AGENTS;BOTRYTIS CINEREA;BIOPRODUCTS"
FONDEF;PRIMER CONCURSO IDeA EN DOS ETAPAS TEMATICO EN INOCUIDAD Y CALIDAD ALIMENTARIA;ID17AL0035;"BIOCONTROL;PROBIOTICOS;SOLANUM TUBEROSUM"
FONDEF;PRIMER CONCURSO IDeA EN DOS ETAPAS TEMATICO EN INOCUIDAD Y CALIDAD ALIMENTARIA;ID17AL0056;"METAL-IMMOBILIZATION;BIOACCESSIBILITY;REMEDIATION"
FONDEF;Segundo Concurso IDeA en Dos Etapas Temático en Adulto Mayor 2017;ID17AM0023;"AUTONOMY;POSTURAL CONTROL;MOBILITY"
FONDEF;Segundo Concurso IDeA en Dos Etapas Temático en Adulto Mayor 2017;ID17AM0038;"DEVICE;ELDERLY PEOPLE;DISASTER"
FONDEF;IV Concurso IDeA en Dos Etapas Convocatoria 2017;ID17I10012;"NANOMATERIALS;COPPER ELECTROWINNING;ENERGY EFFICIENCY"
FONDEF;IV Concurso IDeA en Dos Etapas Convocatoria 2017;ID17I10021;"CYANIDE RECOVERY;GOLD-COPPER CYANIDATION;MEMBRANES"
FONDEF;IV Concurso IDeA en Dos Etapas Convocatoria 2017;ID17I10033;"INNOVATION;ALERT STATE ASSESSMENT;SERVICE-QUALITY"
FONDEF;IV Concurso IDeA en Dos Etapas Convocatoria 2017;ID17I10037;"NANOBIOTECHNOLOGY;ANTIBODIES;UBIQUITIN-PROTEASOME-SYSTEM"
FONDEF;IV Concurso IDeA en Dos Etapas Convocatoria 2017;ID17I10040;"PRESERVATIVES;PRESERVATION-TECHNOLOGIES;BIOCOMPATIBLE NANOPARTICLES"
FONDEF;IV Concurso IDeA en Dos Etapas Convocatoria 2017;ID17I10043;SOLAR PLANTS
FONDEF;IV Concurso IDeA en Dos Etapas Convocatoria 2017;ID17I10064;"MONOCLONAL-ANTIBODY-TREATMENT;COLITIS, ULCERATIVE;RECEPTORS"
FONDEF;IV Concurso IDeA en Dos Etapas Convocatoria 2017;ID17I10080;"MACROALGAE;CHIMERISM;REPOPULATION"
FONDEF;IV Concurso IDeA en Dos Etapas Convocatoria 2017;ID17I10094;"BOTRYTIS CINEREA;RESISTANT PATHOGENS;CANELO"
FONDEF;IV Concurso IDeA en Dos Etapas Convocatoria 2017;ID17I10095;"ANTIOXIDANTS;IRON-CHELATION;NEUROPROTECTION"
FONDEF;IV Concurso IDeA en Dos Etapas Convocatoria 2017;ID17I10102;"PRESCHOOLERS;GAMES;CHILD DEVELOPMENT"
FONDEF;IV Concurso IDeA en Dos Etapas Convocatoria 2017;ID17I10111;"PROTOCOL;ACCESS TO JUSTICE;GENDER DISCRIMINATION"
FONDEF;IV Concurso IDeA en Dos Etapas Convocatoria 2017;ID17I10125;"KRAFT PULP MILL EFFLUENTS;FUNGI;WASTEWATER TREATMENT"
FONDEF;IV Concurso IDeA en Dos Etapas Convocatoria 2017;ID17I10140;"WIND TURBINES;CONDITION MONITORING;STRUCTURAL HEALTH MONITORING"
FONDEF;IV Concurso IDeA en Dos Etapas Convocatoria 2017;ID17I10143;"ANTIVIRAL;ALGAL EXTRACT;HERPES-SIMPLEX-VIRUS"
FONDEF;IV Concurso IDeA en Dos Etapas Convocatoria 2017;ID17I10162;"PREFABRICATION;CONCRETE MASONRY;CONSTRUCTION PRODUCTIVITY"
FONDEF;IV Concurso IDeA en Dos Etapas Convocatoria 2017;ID17I10184;"PELAGIC FISHERIES;HYPERSPECTRAL IMAGING;SPECTRAL-CLASSIFICATION"
FONDEF;IV Concurso IDeA en Dos Etapas Convocatoria 2017;ID17I10185;"CALIGUS ROGERCRESSEYI;ANTIPARASITIC;MICROENCAPSULATION"
FONDEF;IV Concurso IDeA en Dos Etapas Convocatoria 2017;ID17I10225;"JUDICIAL DIALOGUE;WORKERS MOVEMENT;MANAGEMENT/ORGANIZATION & ADMINISTRATION"
FONDEF;IV Concurso IDeA en Dos Etapas Convocatoria 2017;ID17I10236;"BIOTECHNOLOGY;CONCRETE;REPARATION"
FONDEF;IV Concurso IDeA en Dos Etapas Convocatoria 2017;ID17I10247;"FISH-LARVAE;YEAST PROBIOTIC"
FONDEF;IV Concurso IDeA en Dos Etapas Convocatoria 2017;ID17I10254;"FINGERPRINT MATCHING;PARALLEL COMPUTING;PARALLEL HYBRID APPLICATION"
FONDEF;IV Concurso IDeA en Dos Etapas Convocatoria 2017;ID17I10259;"INSECTICIDAL EFFECT;INTEGRATED PEST MANAGEMENT;NATURAL COMPOUNDS"
FONDEF;IV Concurso IDeA en Dos Etapas Convocatoria 2017;ID17I10264;"SEISMIC DESIGN OF SHEAR WALLS;BRICK MASONRY WALL;STANDARDS-BASED ASSESSMENTS"
FONDEF;IV Concurso IDeA en Dos Etapas Convocatoria 2017;ID17I10276;"CONCHOLEPAS CONCHOLEPAS;PLANKTONIC-LARVAE;MICROBIAL INTERACTIONS"
FONDEF;IV Concurso IDeA en Dos Etapas Convocatoria 2017;ID17I10287;"PUYE;CULTIVAR;DIVERSIFICATION"
FONDEF;IV Concurso IDeA en Dos Etapas Convocatoria 2017;ID17I10314;"DYE SENSITIZED SOLAR CELLS;ALGAL EXTRACT;NON-CONVENTIONAL RENEWABLE ENERGY"
FONDEF;IV Concurso IDeA en Dos Etapas Convocatoria 2017;ID17I10366;"EDUCATION;RURAL SCHOOLS;LEARNING-DESIGN"
FONDEF;IV Concurso IDeA en Dos Etapas Convocatoria 2017;ID17I10393;"LEARNED-REGULATION;TEACHERS TRAINING;UNIVERSITY STUDENTS"
FONDEF;IV Concurso IDeA en Dos Etapas Convocatoria 2017;ID17I10421;"TRANSMISSIONS;ENERGY;POWER"
FONDEF;Concurso IDeA I+D 2018;ID18I10002;"SCREENING;CHILDREN WITH DEVELOPMENTAL DISABILITIES;ELEMENTARY SCHOOL"
FONDEF;Concurso IDeA I+D 2018;ID18I10008;"SALMONELLA;POULTRY;FOOD SAFETY"
FONDEF;Concurso IDeA I+D 2018;ID18I10032;"EDUCATION;MULTIDISCIPLINARY;SCIENCE EDUCATION"
FONDEF;Concurso IDeA I+D 2018;ID18I10034;"PREVENTIVE DENTISTRY;CHRONIC NON-COMMUNICABLE DISEASES;QUALITY OF LIFE"
FONDEF;Concurso IDeA I+D 2018;ID18I10042;"WOODWORK;MANUFACTURING-PROCESSES;INDUSTRIAL ROBOTICS"
FONDEF;Concurso IDeA I+D 2018;ID18I10053;"STRUVITE;BIOGAS;SWINE WASTEWATER"
FONDEF;Concurso IDeA I+D 2018;ID18I10070;"POLYAMIDE-NANOFILTRATION-MEMBRANES;MODIFICATION;SEAWATER-DESALINATION"
FONDEF;Concurso IDeA I+D 2018;ID18I10082;"BOVINE EMBRYOS;IN VITRO FERTILIZATION (IVF);EXTRACELLULAR VESICLES"
FONDEF;Concurso IDeA I+D 2018;ID18I10085;"COPPER;DRESSINGS;WOUNDS"
FONDEF;Concurso IDeA I+D 2018;ID18I10089;"REMEDIATION;ENVIRONMENTAL IMPACTS;SALMONICULTURE"
FONDEF;Concurso IDeA I+D 2018;ID18I10093;"BIOACTIVES;HIGH CONTENT PROTEIN BEVERAGE;ENCAPSULATION"
FONDEF;Concurso IDeA I+D 2018;ID18I10095;"MARINE MICROALGAE;HYDROLYSATE;ARID"
FONDEF;Concurso IDeA I+D 2018;ID18I10103;"BRIDGE;SEISMIC HAZARD;NUMERICAL SIMULATIONS"
FONDEF;Concurso IDeA I+D 2018;ID18I10119;"NANOCELLULOSE;IONIC-LIQUID;DEEP EUTECTIC SOLVENTS"
FONDEF;Concurso IDeA I+D 2018;ID18I10127;"AQUACULTURE DIVERSIFICATION;ARTISANAL FISHERY;SUSTAINABILITY"
FONDEF;Concurso IDeA I+D 2018;ID18I10132;"BIODEGRADABLE;PACKAGING;ACTIVE"
FONDEF;Concurso IDeA I+D 2018;ID18I10152;"PELLETS;LIGNOCELLULOSIC-WASTES;BIOMASS ENERGY"
FONDEF;Concurso IDeA I+D 2018;ID18I10169;"BREAST CANCER;BRCA1/2;FOUNDER-MUTATION"
FONDEF;Concurso IDeA I+D 2018;ID18I10182;"WASTE-TO-ENERGY ALTERNATIVES;HYDROTHERMAL-CARBONIZATION;GASIFICATION"
FONDEF;Concurso IDeA I+D 2018;ID18I10192;"BIOFILM;NITRIFIERS;BIOFILTER"
FONDEF;Concurso IDeA I+D 2018;ID18I10214;"APPLES;NON-DESTRUCTIVE METHOD;BITTER-PIT"
FONDEF;Concurso IDeA I+D 2018;ID18I10216;"STUDENT DROPOUT;DATAMINING;STUDENT PERFORMANCE"
FONDEF;Concurso IDeA I+D 2018;ID18I10217;"SOCIONATURAL DISASTERS;LOCAL MANAGEMENT;PROSPECTIVE STUDY"
FONDEF;Concurso IDeA I+D 2018;ID18I10219;"MEDICAL EDUCATION, UNDERGRADUATE, STUDENTS, MEDICAL;SIMULATOR;INVASIVE PROCEDURES"
FONDEF;Concurso IDeA I+D 2018;ID18I10228;"QUANTITATIVE REAL TIME PCR (QPCR);MOLECULAR MARKER;MICROALGAE"
FONDEF;Concurso IDeA I+D 2018;ID18I10230;"CLOSTRIDIUM DIFFICILE;CLOSTRIDIUM-DIFFICILE-SPORES;CLOSTRIDIUM DIFFICILE INFECTIONS"
FONDEF;Concurso IDeA I+D 2018;ID18I10235;"SALMONELLA;BACTERIOPHAGE;POULTRY"
FONDEF;Concurso IDeA I+D 2018;ID18I10236;"INSTRUMENTATION: OPTICS;DIAGNOSTICS;EMBEDDED SYSTEMS"
FONDEF;Concurso IDeA I+D 2018;ID18I10243;"TOLEROGENIC DENDRITIC CELLS;RHEUMATOID ARTHRITIS;PRECLINICAL EVALUATION"
FONDEF;Concurso IDeA I+D 2018;ID18I10246;"RED WINES;ASTRINGENCY;QUALITY"
FONDEF;Concurso IDeA I+D 2018;ID18I10248;"TRANSIT;MOBILE-PHONES;VIDEO PROCESSING"
FONDEF;Concurso IDeA I+D 2018;ID18I10250;"VEHICLE ROUTING PROBLEM WITH TIME WINDOWS;TRAVELING SALESMAN PROBLEM;ALGORITHMS"
FONDEF;Concurso IDeA I+D 2018;ID18I10259;"ASTAXANTHIN ACCUMULATION;ASTAXANTHIN PRODUCTION;HAEMATOCOCCUS-PLUVIALIS-CHLOROPHYCEAE"
FONDEF;Concurso IDeA I+D 2018;ID18I10261;"HANTAVIRUS;DIAGNOSTIC"
FONDEF;Concurso IDeA I+D 2018;ID18I10284;"TERRITORIAL INEQUALITY;ACCESS TO HEALTHCARE;MOBILITIES"
FONDEF;Concurso IDeA I+D 2018;ID18I10292;AQUACULTURE DIVERSIFICATION
FONDEF;Concurso IDeA I+D 2018;ID18I10293;"CANCER;PEDIATRICS;MACHINE LEARNING"
FONDEF;Concurso IDeA I+D 2018;ID18I10305;"AQUACULTURE DIVERSIFICATION;INTENSIVE AQUACULTURE;MUGIL-CEPHALUS"
FONDEF;Concurso IDeA I+D 2018;ID18I10308;"BIOPROCESSING;CELL CULTURE;OPTIMISATION"
FONDEF;Concurso IDeA I+D 2018;ID18I10318;"ONLINE SHOPPING;AUTONOMOUS ROBOTS;VIRTUAL-ENVIRONMENTS"
FONDEF;Concurso IDeA I+D 2018;ID18I10360;"COW;IOT;SMART AGRICULTURE"
FONDEF;Concurso IDeA I+D 2018;ID18I10374;"TLR5;IMMUNE SYSTEM;PISCIRICKETTSIA SALMONIS"
FONDEF;Concurso IDeA I+D 2019;ID19I10001;"ESTRESSE HIDRICO;HYDROGEOLOGY;GEOPHYSICS"
FONDEF;Concurso IDeA I+D 2019;ID19I10003;"GRAPHENE;SUPERCAPACITOR;SUSTAINABLE"
FONDEF;Concurso IDeA I+D 2019;ID19I10004;"SMALL-SCALE FISHERIES;LONGLINE FISHING;BAIT TRAPS"
FONDEF;Concurso IDeA I+D 2019;ID19I10023;"INTEROPERABILITY;HEALTHCARE SYSTEMS;DATA MINING"
FONDEF;Concurso IDeA I+D 2019;ID19I10028;"CUTANEOUS WOUNDS;REGENERATION;SKIN WOUND HEALING"
FONDEF;Concurso IDeA I+D 2019;ID19I10030;"TEACHING MATHEMATICS;EARLY MATHEMATICAL;MANIPULATIVE TASKS"
FONDEF;Concurso IDeA I+D 2019;ID19I10031;"INTERNAL CURING;SHRINKAGE CRACKING;CEMENT HYDRATION"
FONDEF;Concurso IDeA I+D 2019;ID19I10043;"NUTRACEUTICS;DIABETES;DIETARY FIBRE"
FONDEF;Concurso IDeA I+D 2019;ID19I10046;"ELEMENTARY SCHOOLS;LEADERSHIP;TRUST"
FONDEF;Concurso IDeA I+D 2019;ID19I10048;"TSUNAMI WARNING;TSUNAMI MODELING;NATURAL DISASTERS"
FONDEF;Concurso IDeA I+D 2019;ID19I10050;"ASSESSMENT, EDUCATIONAL;TEACHER'S EDUCATION;STUDENT TEACHER"
FONDEF;Concurso IDeA I+D 2019;ID19I10064;"WALNUT;CROWN ROT;PHYTOPHTHORA-CINNAMOMI"
FONDEF;Concurso IDeA I+D 2019;ID19I10077;"HOSPITAL ADMINISTRATION;CASE-MIX;OPERATIONAL EFFICIENCY"
FONDEF;Concurso IDeA I+D 2019;ID19I10093;"INTRANASAL VACCINE;STREPTOCOCCUS PYOGENES;LIVE BACTERIAL VACCINE"
FONDEF;Concurso IDeA I+D 2019;ID19I10100;"SALMONIDS;INMUNOMODULATION;GROWTH-HORMONE SECRETAGOGUE"
FONDEF;Concurso IDeA I+D 2019;ID19I10116;"BIPOLAR DISORDER;MAJOR DEPRESSION;BIOMARKER DISCOVERY"
FONDEF;Concurso IDeA I+D 2019;ID19I10120;"PICTOGRAPHIC METHOD;PATIENT;MEDICAL INFORMATICS"
FONDEF;Concurso IDeA I+D 2019;ID19I10129;"PEDAGOGY;MATHEMATICS EDUCATION;COLLABORATIVE PROBLEM SOLVING"
FONDEF;Concurso IDeA I+D 2019;ID19I10131;"LIFTER WEAR;CU MINING;COMMINUTION"
FONDEF;Concurso IDeA I+D 2019;ID19I10142;"MINING ROBOTICS;AUTONOMOUS OPERATION;ROBOTIC MANIPULATION"
FONDEF;Concurso IDeA I+D 2019;ID19I10145;"AUGMENTED REALITY;CONSTRUCTION;DECISIONMAKING"
FONDEF;Concurso IDeA I+D 2019;ID19I10155;"ANALISIS DE RIESGO;PLANIFICACION ESTRATEGICA;GEOLOGY"
FONDEF;Concurso IDeA I+D 2019;ID19I10163;"COPPER SLAG;POWDER METALLURGY;PYROMETALLURGY"
FONDEF;Concurso IDeA I+D 2019;ID19I10164;"UNDERGROUND MINING;MINE PLANNING;OPTIMIZATION"
FONDEF;Concurso IDeA I+D 2019;ID19I10185;"PHYTOPATHOGEN BIOCONTROL;QUORUM SENSING;BIOSURFACTANTS"
FONDEF;Concurso IDeA I+D 2019;ID19I10198;"MODELADO PREDICTIVO;DATAMINING;DASHBOARD"
FONDEF;Concurso IDeA I+D 2019;ID19I10202;"COPPER LEACHING;CHLORIDE LEACHING;MODELING"
FONDEF;Concurso IDeA I+D 2019;ID19I10214;"OSTREA CHILENSIS;AQUACULTURE;SPAT COLLECTION"
FONDEF;Concurso IDeA I+D 2019;ID19I10217;"MICROALGAE;EXTRACTION PROCESS;SPRAY-DRYING MICROENCAPSULATION"
FONDEF;Concurso IDeA I+D 2019;ID19I10218;"RENEWABLE ENERGY INTEGRATION;SUPPLY CURVE;SOLAR ENERGY IN CHILE"
FONDEF;Concurso IDeA I+D 2019;ID19I10233;"HONEY;CERTIFICATION;AUTOMATION"
FONDEF;Concurso IDeA I+D 2019;ID19I10257;"AMBULANCE RESPONSE-TIMES;LOCATION-PROBLEMS;OPTIMIZATION SYSTEM"
FONDEF;Concurso IDeA I+D 2019;ID19I10271;"DATA ANALYTICS;HOSPITALS;MACHINE LEARNING"
FONDEF;Concurso IDeA I+D 2019;ID19I10272;"ACTIVE FOOD PACKAGING;ANTIMICROBIAL ACTIVITIES;ESSENTIAL OILS"
FONDEF;Concurso IDeA I+D 2019;ID19I10282;"CRITICAL CARE;ACUTE RENAL FAILURE;PROGNOSIS"
FONDEF;Concurso IDeA I+D 2019;ID19I10299;"AQUACULTURE SLUDGE;AGRICULTURAL FERTILIZER;FISHERIES"
FONDEF;Concurso IDeA I+D 2019;ID19I10300;"MICROWAVES;RADIOMETERS;PRECIPITABLE WATER VAPOUR"
FONDEF;Concurso IDeA I+D 2019;ID19I10302;"DIAGNOSES;COGNITIVE IMPARTMENT;ELDERLY HEALTH"
FONDEF;Concurso IDeA I+D 2019;ID19I10303;"SISTEMA DE REGISTROS ELECTRONICOS DE SALUD;MACHINE LEARNING;MARKET DESIGN"
FONDEF;Concurso IDeA I+D 2019;ID19I10313;"ENRICHED FOODS;PULSED ELECTRIC FIELDS;HIGH CONTENT PROTEIN BEVERAGE"
FONDEF;Concurso IDeA I+D 2019;ID19I10315;"CHONDROSTEREUM PURPUREUM;PLANT DISEASES;FRUIT CROPS"
FONDEF;Concurso IDeA I+D 2019;ID19I10319;"MACHINE LEARNING;FUNCTIONAL-CAPACITY;BIOINFORMATIC PREDICTION"
FONDEF;Concurso IDeA I+D 2019;ID19I10326;"DESIGN GUIDELINE;EXPERT;PSYCHOLOGICAL"
FONDEF;Concurso IDeA I+D 2019;ID19I10340;"WINEMAKING FERMENTATIONS;LEVADURAS VINICAS;BIOTECHNOLOGY"
FONDEF;Concurso IDeA I+D 2019;ID19I10345;"SOFTWARE;DELIRIUM;ANESTESIA"
FONDEF;Concurso IDeA I+D 2019;ID19I10352;"BIOFUEL PRODUCTION;ENERGY;WASTE VALORIZATION"
FONDEF;Concurso IDeA I+D 2019;ID19I10356;"ARTIFICIAL INTELLIGENCE;CARDIOVASCULAR HEALTH;TELEREHABILITATION SYSTEM"
FONDEF;Concurso IDeA I+D 2019;ID19I10360;"PEOPLE WITH DISABILITIES;INCLUSION;WORKERS"
FONDEF;Concurso IDeA I+D 2019;ID19I10366;"WASTEWATER;MEMBRANES;WATER RECLAMATION"
FONDEF;Concurso IDeA I+D 2019;ID19I10368;"MINING;ENVIRONMENT;ECONOMICS EVALUATION"
FONDEF;Concurso IDeA I+D 2019;ID19I10370;"VARIABLE SPEED DRIVES (VSD);ENERGY EFFICIENCY;MULTILEVEL CONVERTER"
FONDEF;Concurso IDeA I+D 2019;ID19I10382;"SOLANUM TUBEROSUM;QUORUM SENSING;BACTERIAL WILT"
FONDEF;Concurso IDeA I+D 2019;ID19I10390;"CENTOLLA;ANIMAL WELFARE;FISHERY"
FONDEF;Concurso IDeA I+D 2019;ID19I10394;"LIQUID SWINE MANURE;LACTIC SILAGE;ENVIRONMENTALLY FRIENDLY"
FONDEF;Concurso IDeA I+D 2019;ID19I10397;"SEISMICITY;VOLCANO;AUTOMATED PATTERN RECOGNITION"
FONDEF;Concurso IDeA I+D 2019;ID19I10399;"LITHIUM-SULFUR BATTERIES;NANOPARTICLE PRODUCTION;PLASMA"
FONDEF;Concurso IDeA I+D 2019;ID19I10412;"ENSILAGE;SEAWEED;SLUDGE"
FONDEF;Concurso IDeA I+D 2019;ID19I10413;"NETWORK SCIENCE;DATA-DRIVEN INFORMATION SYSTEMS;HIGHER EDUCATION POLICY"
FONDEF;Concurso IDeA I+D 2020;ID20I10001;"MACHINE-LEARNING ALGORITHMS;MEDICATION ERRORS;ANALYTICAL PREDICTIONS"
FONDEF;Concurso IDeA I+D 2020;ID20I10004;"ERECTILE DYSFUNCTION;IMPLANTED DEVICES;PENIS"
FONDEF;Concurso IDeA I+D 2020;ID20I10008;"CARBON NANOMATERIALS;ADSORPTION;HYDROGEN STORAGE MATERIAL"
FONDEF;Concurso IDeA I+D 2020;ID20I10011;"INTERCULTURAL EDUCATION AND TEACHING OF INDIGENOUS LANGUAGES;TEACHING COMPETENCIES;EDUCATION POLICIES"
FONDEF;Concurso IDeA I+D 2020;ID20I10034;"RIESGO;GESTION DEL RIESGO;GLOFS"
FONDEF;Concurso IDeA I+D 2020;ID20I10040;"NANOPARTICLES;ANTIMICROBIAL;ADDITIVE MANUFACTURING"
FONDEF;Concurso IDeA I+D 2020;ID20I10052;"SAPSTAINING FUNGI;SECONDARY METABOLITES;WOODS"
FONDEF;Concurso IDeA I+D 2020;ID20I10055;"ENZYME BIOCATALYSIS;AMINE-TRANSAMINASE;ENANTIOSELECTIVE"
FONDEF;Concurso IDeA I+D 2020;ID20I10056;"LOXOSCELISM;LOXOSCELES VENOM;RAPID DIAGNOSTIC TESTS"
FONDEF;Concurso IDeA I+D 2020;ID20I10058;"REMOTE SENSING;CLOUD;SPACE OBSERVATORY"
FONDEF;Concurso IDeA I+D 2020;ID20I10068;"ADHESIVES;WOODS;COMPOSED PANELS"
FONDEF;Concurso IDeA I+D 2020;ID20I10070;"MATHEMATICS TEACHER EDUCATION;PRE-SCHOOL;IN-SERVICE TEACHERS"
FONDEF;Concurso IDeA I+D 2020;ID20I10078;"SHELLFISH TOXINS;EMBRYO-LARVAE BIOASSAY;SCREENING METHOD"
FONDEF;Concurso IDeA I+D 2020;ID20I10079;"POTASSIUM SORBATE;DEHYDRATED PRODUCTS;FRUITS"
FONDEF;Concurso IDeA I+D 2020;ID20I10082;"ANTIINFLAMMATORY ACTIVITY;PROBIOTICS;CARBON MONOXIDE"
FONDEF;Concurso IDeA I+D 2020;ID20I10085;"DINOFLAGELLATA;DIATOMS;INHIBITS PROLIFERATION"
FONDEF;Concurso IDeA I+D 2020;ID20I10091;"COMMUNITY RESILIENCE;SERIOUS VIDEOGAMES;BUILDING RESILIENCE"
FONDEF;Concurso IDeA I+D 2020;ID20I10100;"LIVES;FOODS;FISHES"
FONDEF;Concurso IDeA I+D 2020;ID20I10103;"SEPARATION MEMBRANES;LITHIUM TREATMENT;WATER RECOVERY"
FONDEF;Concurso IDeA I+D 2020;ID20I10105;"LIGHTWEIGHT FIRED CLAY BRICKS;THERMAL INSULATION MATERIALS;REINFORCED MASONRY"
FONDEF;Concurso IDeA I+D 2020;ID20I10106;"ANTICANCER;HUMAN MONOCLONAL-ANTIBODIES;BIOTECHNOLOGICAL PRODUCTS"
FONDEF;Concurso IDeA I+D 2020;ID20I10114;"PROBIOTICOS;ANTIBIOTICS;PETS"
FONDEF;Concurso IDeA I+D 2020;ID20I10127;"VIBRIOSIS;ANTIMICROBIAL AGENT;HATCHERY"
FONDEF;Concurso IDeA I+D 2020;ID20I10135;"CLIMATE CHANGE RESEARCH;GERMPLASM ADAPTABILITY;BIOCLIMATIC SUITABILITY"
FONDEF;Concurso IDeA I+D 2020;ID20I10137;"FOREST FIRES;OPTIMIZATION;SIMULATIONS"
FONDEF;Concurso IDeA I+D 2020;ID20I10148;"BIOFILM;FENTON REACTION;MILKING EQUIPMENT"
FONDEF;Concurso IDeA I+D 2020;ID20I10152;"MACHINE LEARNING;ALZHEIMERS'DISEASE;EARLY-DIAGNOSIS"
FONDEF;Concurso IDeA I+D 2020;ID20I10160;"ASPHALT MIXTURES;ADDITIVE;FIBER"
FONDEF;Concurso IDeA I+D 2020;ID20I10167;"CLIMATE CHANGE MITIGATION;BROWN-ALGAE;CHIMERAS"
FONDEF;Concurso IDeA I+D 2020;ID20I10174;"DATA SCIENCE FOR SOCIAL GOOD;SIDA;PATIENT ADHERENCE"
FONDEF;Concurso IDeA I+D 2020;ID20I10181;"URINARY-INCONTINENCE;MEDICAL DEVICES;DECELLULARIZED MATRIX"
FONDEF;Concurso IDeA I+D 2020;ID20I10186;"LIGNOCELLULOSE;NATURAL-RUBBER LATEX;FIBER REINFORCEMENT"
FONDEF;Concurso IDeA I+D 2020;ID20I10188;"FOG;FOG COLLECTOR;POTABLE WATER"
FONDEF;Concurso IDeA I+D 2020;ID20I10192;"ANTIBODIES;HUMAN VIRUSES;TREATMENTS"
FONDEF;Concurso IDeA I+D 2020;ID20I10197;"POSTHARVEST STORAGE;ANTIFUNGAL PACKAGING;BLUEBERRIES"
FONDEF;Concurso IDeA I+D 2020;ID20I10212;"ARTIFICIAL INTELLIGENCE;NATURAL DISASTERS;EARTHQUAKES"
FONDEF;Concurso IDeA I+D 2020;ID20I10230;"CRIME ANALYTICS;DATA SCIENCE;ARTIFICIAL INTELLIGENCE"
FONDEF;Concurso IDeA I+D 2020;ID20I10233;"BOVINE TUBERCULOSIS;MYCOBACTERIUM BOVIS;VACCINES"
FONDEF;Concurso IDeA I+D 2020;ID20I10234;"EEG;EYE-TRACKING;MEMORY"
FONDEF;Concurso IDeA I+D 2020;ID20I10238;"INTEGRATED MULTI-TROPHIC AQUACULTURE IMTA;UPWELLING EVENTS;SEAWEED AQUACULTURE"
FONDEF;Concurso IDeA I+D 2020;ID20I10242;"AQUACULTURE DIVERSIFICATION;ROCKFISHES;FISH LARVAE"
FONDEF;Concurso IDeA I+D 2020;ID20I10252;"CANCER IMMUNOTHERAPY;ALZHEIMERS'DISEASE;ALZHEIMER'S TRANSGENIC MICE"
FONDEF;Concurso IDeA I+D 2020;ID20I10262;"ROBOTIC MANIPULATORS;VISUAL SERVOING SYSTEMS;MANUFACTURING-INDUSTRIES"
FONDEF;Concurso IDeA I+D 2020;ID20I10267;"BATTERY ENERGY STORAGE SYSTEM;FAST CHARGING STATIONS;CIRCULAR ECONOMY"
FONDEF;Concurso IDeA I+D 2020;ID20I10279;"GUIDED BONE REGENERATION;PERI-IMPLANTITIS;BIOMATERIALS"
FONDEF;Concurso IDeA I+D 2020;ID20I10290;"INTELLIGENT TUTORING SYSTEM;READING;WRITING"
FONDEF;Concurso IDeA I+D 2020;ID20I10297;"OCCUPATIONAL-HEALTH;MOVEMENT ANALYSIS;WEARABLE SENSORS"
FONDEF;Concurso IDeA I+D 2020;ID20I10312;"INDUSTRIALIZED CONSTRUCTION;CONCRETE BUILDINGS;TIMBER CONSTRUCTION"
FONDEF;Concurso IDeA I+D 2020;ID20I10318;"ARSENIC (III);ARSENIC OXIDATION;SCORODITE"
FONDEF;Concurso IDeA I+D 2020;ID20I10319;"WOOD COMBUSTION;ENVIRONMENTAL CONTAMINANTS;ENERGY VALORIZATION"
FONDEF;Concurso IDeA I+D 2020;ID20I10331;"BIOFUELS;TRIGLYCERIDES;PYROLYSIS"
FONDEF;Concurso IDeA I+D 2020;ID20I10332;"ARTIFICIAL INTELLIGENCE;PRIORITIZING PATIENTS;CANCER DETECTION"
FONDEF;Concurso IDeA I+D 2020;ID20I10338;"REMOTE SENSING;GRASSLANDS;ANIMAL PRODUCTION"
FONDEF;Concurso IDeA I+D 2020;ID20I10354;"DURVILLAEA;BIOMOLECULES;ECOTYPES"
FONDEF;Concurso IDeA I+D 2020;ID20I10356;"CYANOBACTERIAL;NANOPOROUS MATERIALS;FERTILIZERS"
FONDEF;Concurso IDeA I+D 2020;ID20I10371;"DIAGNOSIS;COGNITIVE IMPAIRMENTS;OTOACOUSTIC EMISSIONS"
FONDEF;Concurso IDeA I+D 2020;ID20I10378;"URBAN CLIMATE;URBAN PLANNING;CLIMATE CHANGE ADAPTATION AND MITIGATION"
FONDEF;Concurso IDeA I+D 2020;ID20I10388;"GENDER;LABOUR LAW;GENDER WAGE GAP"
FONDEF;Concurso IDeA I+D 2020;ID20I10404;"MARES;WAVE IMPACTS;SCALE"
FONDEF;Concurso IDeA I+D 2020;ID20I10412;"ENERGIA2050;ESTABILIDAD;TRANSMISSION"
